,0,1,2
429,3.9783087,2.4960184,-1.7188798
430,3.9713993,2.875449,0.6991602
431,8.549573,-2.0769467,2.9283783
432,3.851707,2.9718654,0.55823416
433,3.4352558,3.0749013,-0.56964856
434,5.5620017,0.25395325,-1.8540739
435,8.540134,-2.0972445,2.9617574
436,3.2980368,2.8861394,-2.7033982
437,3.2814133,2.6357298,-2.6966183
438,4.171339,-2.198265,-3.5294766
439,9.503392,-2.0436952,2.3436806
440,5.961203,0.29546672,-0.03122756
441,4.5569797,2.167117,-2.9284024
442,5.5510273,1.0327272,0.16854392
443,4.114085,-2.5085053,-3.6491592
444,10.231841,-2.216049,4.749261
445,10.131052,-2.1418293,4.736496
446,9.983663,-1.9679148,4.6588044
447,10.126048,-2.168859,4.7461023
448,8.470948,-2.1571608,3.0123692
449,9.961062,-2.0681288,4.6747375
450,9.998823,-2.064509,4.6577573
451,6.3700404,-0.74360144,-0.6679354
452,6.285095,-0.6726008,-0.5945568
453,-8.040961,-0.22973292,2.442019
454,-8.123573,-0.14662369,2.52491
455,-8.045209,-0.2249848,2.4465518
456,-8.092809,-0.17737691,2.494144
457,8.156838,-0.8308843,1.0638081
458,8.14292,-0.8436859,1.0407332
459,7.002854,-1.065427,0.20227662
460,8.136096,-0.8225043,1.0336218
461,6.9562316,-1.1097608,0.1376853
462,6.8784313,-1.0220008,0.07711774
463,7.576671,-1.227232,0.33174095
464,7.6387362,-1.2438705,0.32730496
465,7.4315825,-1.1684812,0.19454668
466,7.5342255,-1.2237968,0.3472607
467,6.999847,-1.046926,0.19044524
468,8.11885,-0.8452734,1.0457191
469,7.267027,-1.1606632,0.40466347
470,7.3625484,-1.1070333,0.28009468
471,-8.105201,-0.16499677,2.5065415
472,-8.051241,-0.21895729,2.4525661
473,-8.118914,-0.15128961,2.5202546
474,-8.107069,-0.16313659,2.508406
475,7.484764,-1.2522306,0.698801
476,7.497455,-1.343084,0.7732147
477,7.5042834,-1.207031,0.7839907
478,6.0049295,0.4626252,-1.8783597
479,7.990727,-1.0032934,0.49254292
480,7.931925,-1.0232297,0.31485716
481,7.626429,-0.8866062,-0.032864764
482,7.778307,-0.98861676,0.10235725
483,7.9610248,-1.0354636,0.52157235
484,7.9513187,-1.0197005,0.3068003
485,7.6958666,-0.93474835,0.009738625
486,7.7555227,-0.9480283,0.097287305
487,10.534714,-2.3342273,4.742478
488,7.2561555,-0.45824933,-0.15618417
489,11.464285,-2.5119147,4.041127
490,11.41776,-2.4725323,4.095523
491,11.491165,-2.5412624,4.0207815
492,8.754847,-1.333842,2.0264633
493,10.632034,-2.3393736,4.669827
494,5.0851874,1.7034904,-2.9158828
495,10.625169,-2.398119,4.69253
496,10.4690275,-2.3047774,4.669346
497,5.1407137,1.5476048,-2.8500803
498,4.8717394,1.8000671,-2.8218536
499,10.454411,-2.1772037,4.585721
500,6.107648,0.7017346,-2.1407025
501,10.759609,-1.8544393,4.0461116
502,9.318546,-2.2453856,2.1550617
503,10.9718275,-2.1027095,3.9379134
504,8.356453,-1.230981,1.1818061
505,3.6461048,2.6636968,-2.8769755
506,5.0075493,0.13468808,-1.6470112
507,10.022072,-1.9922972,4.521402
508,10.731733,-1.8488295,4.1824174
509,6.019608,0.8435235,-2.363867
510,4.291915,0.8448767,-2.2271433
511,10.461529,-2.4530456,3.9568033
512,3.3179858,2.4203136,-1.4520162
513,10.834351,-2.7152255,3.880007
514,3.899217,2.399114,-1.9210389
515,11.039518,-2.7258773,4.1726646
516,3.4789047,2.7231221,-2.83662
517,3.3415422,2.7503898,-2.7634933
518,9.7644825,-1.9083718,4.1889696
519,6.322298,-0.6926738,-0.5483197
520,8.3278265,-1.9740399,2.6661506
521,9.971109,-1.858488,4.407673
522,6.3446183,-0.0065464918,0.39045823
523,10.665778,-2.4785128,3.7911658
524,6.256897,0.048502993,-0.13284227
525,4.5171604,1.9057333,-2.1899478
526,4.9058347,1.525927,-2.6186883
527,-1.0363646,-9.405277,-0.45710003
528,11.558701,-2.5891187,3.9894109
529,-1.1673647,-9.319807,-0.32723764
530,-0.6004023,-10.336146,-0.3569964
531,8.369953,-1.535198,1.538418
532,4.1315937,0.7736826,-2.1779537
533,3.7536664,2.3779573,-2.17431
534,6.2818923,0.32879663,-0.15318964
535,7.476021,-0.44760415,0.7320238
536,-1.0035982,-9.577214,-0.33035487
537,11.567541,-2.531533,4.050773
538,-0.6136653,-10.41775,-0.33239326
539,-1.1302822,-9.420737,-0.29464707
540,11.004829,-2.7529166,3.9889865
541,5.4070253,0.5181429,-0.5285555
542,2.9605653,2.238243,-1.8908314
543,2.7459362,2.8338153,-2.3362672
544,3.2182868,2.1777334,-1.8553939
545,7.3135195,-0.5970305,-0.18046594
546,7.043006,-1.5340295,2.1473703
547,6.982901,-1.4904077,2.1912625
548,5.9799557,0.1545808,-1.3334543
549,10.739444,-2.0579183,4.2598844
550,5.4166684,0.5326289,-0.46503708
551,10.926734,-2.74839,3.9657502
552,3.1532004,2.3147926,-2.055782
553,3.1891267,2.1279361,-2.0934541
554,3.3441563,2.938758,-0.6094897
555,3.259389,2.0806358,-2.2242892
556,3.311767,1.7363414,-2.227501
557,3.4241338,2.7773354,-2.8203123
558,10.887079,-2.0076683,3.8284497
559,5.1411786,1.149338,-2.544382
560,5.866173,0.69716734,-0.8163094
561,10.177824,-2.0355995,4.138134
562,10.450349,-1.8955697,4.3566165
563,10.119173,-1.812988,4.148937
564,9.248347,-2.2312486,2.0579388
565,9.976956,-1.9932748,4.2620153
566,6.272975,0.9090217,1.6044686
567,10.80191,-1.8889999,4.123079
568,10.727697,-2.2470717,3.9551528
569,4.1106353,2.4043944,-2.7627785
570,10.928911,-2.0562377,3.9375248
571,10.927388,-2.001871,3.9902198
572,10.1296835,-1.9356949,4.027639
573,9.840943,-2.0828338,3.4729357
574,-0.9182299,-9.688634,-0.37113827
575,11.539368,-2.576884,4.0034943
576,-0.54818743,-10.278599,-0.4150739
577,7.170327,-1.5691903,2.1620646
578,7.125558,-0.5158923,-0.26091576
579,7.358086,-1.6159043,2.2390869
580,6.956399,-1.4723619,2.2137496
581,6.937364,-1.4543943,2.2204359
582,9.382656,-2.2586584,2.2099664
583,10.627704,-2.5941174,3.7923207
584,5.4850073,-0.13621548,-0.8753626
585,4.410665,2.2815888,-2.8107429
586,8.349095,-1.3665074,1.1617428
587,9.33989,-2.2315028,2.185052
588,9.293154,-2.2429712,2.129819
589,10.722405,-2.3532887,4.5308475
590,5.607212,-0.21874985,-0.84363186
591,5.255026,1.2383052,-2.7137074
592,-4.7243147,9.775381,-2.9305618
593,5.194245,1.5730082,-2.8694046
594,5.110341,1.6578109,-2.8967423
595,4.808046,1.9360396,-2.8897948
596,10.753631,-2.4738693,4.645073
597,6.866069,-1.2456582,1.2090762
598,6.0458946,0.9250396,-2.4402559
599,6.88161,-1.2083844,1.1651409
600,6.0919704,0.94818044,-2.4629216
601,6.928743,-1.2899297,1.2674459
602,5.996261,0.8421724,-2.347986
603,11.046008,-2.5270493,4.1014037
604,-0.7033431,-10.579652,-0.3969002
605,-0.73694885,-10.608945,-0.4490366
606,9.783664,-2.0776165,3.4152222
607,6.078057,0.90787655,-2.417682
608,9.880396,-2.1039038,3.4912136
609,6.6323195,0.28027767,-0.86862355
610,7.5444703,-0.8519511,0.6976739
611,6.5968385,-0.36768243,-0.07207407
612,7.567493,-0.9960836,0.8265065
613,7.803812,-1.5077785,1.1060649
614,7.5488725,-1.0027153,0.8151792
615,7.758214,-1.4718673,1.0750924
616,7.7195287,-1.4518317,1.0259697
617,7.5965176,-0.83127075,0.7100448
618,6.7779083,-0.5802971,0.076204844
619,3.5092657,2.4325986,-2.5014474
620,5.9285097,-0.4177858,-0.65194523
621,5.662573,0.34334868,-0.49854773
622,3.8318057,0.92452043,-2.087283
623,3.8883178,0.8841543,-2.108616
624,3.2917676,1.9530488,-1.7309048
625,3.706975,1.0269995,-2.1122599
626,6.655262,0.23717551,-0.8877785
627,6.684307,0.25792328,-0.85539
628,-1.2360115,-9.233791,-0.2953387
629,-0.9915784,-9.286317,-0.60268193
630,-1.0080786,-9.391752,-0.527847
631,6.9224176,-0.6417563,0.21654364
632,6.137699,-0.5542708,-0.45147243
633,5.814446,0.21114235,-0.5092628
634,-0.9847013,-9.332021,-0.5669116
635,-1.0238504,-9.308834,-0.553425
636,-1.058357,-9.458011,-0.4582653
637,6.000203,-0.38594523,-0.536033
638,-1.0505457,-9.362105,-0.4810784
639,-0.98056823,-9.349479,-0.569617
640,-0.96861553,-9.328827,-0.6127865
641,3.053148,2.5769954,-2.6609972
642,5.6725893,0.26281834,-0.5248276
643,3.5094957,2.4578054,-2.49809
644,-1.2014806,-9.258944,-0.30822
645,4.615544,-1.061966,-2.7338777
646,5.6616173,0.24249192,-0.70091647
647,2.6317878,2.6506233,-2.194757
648,2.6400645,2.512094,-1.985108
649,7.3054857,-1.0590538,0.9752256
650,2.6253908,2.6172845,-2.178449
651,5.701121,0.2748897,-0.5699899
652,4.6751285,-0.9182288,-2.6259801
653,3.6639903,1.0785741,-2.1458316
654,3.6946394,1.0573978,-2.150138
655,3.2661285,1.9354867,-2.3759513
656,6.1008244,-0.46047637,-0.5396484
657,3.2618291,1.928173,-2.382228
658,3.7884681,0.9592586,-2.0699887
659,3.6239338,1.1466602,-2.1368854
660,5.934682,-0.4265161,-0.6364986
661,3.7031753,1.0438043,-2.1827378
662,5.8237753,-0.1882155,-0.71431917
663,3.763734,0.98556745,-2.0813541
664,3.2422447,1.9686408,-2.3476
665,3.2537854,2.1677969,-2.4826906
666,5.9144526,0.011566989,-0.657924
667,6.6526,0.28637323,-0.8648708
668,3.5051272,2.3596914,-2.4340808
669,2.9873447,3.0573535,-2.4984455
670,2.8834171,2.5706096,-2.5078764
671,2.9595444,2.2524366,-1.8516566
672,3.3671155,1.6191111,-2.1951988
673,6.6180077,0.29269958,-0.89846724
674,3.4838707,2.3678603,-2.4347844
675,2.9495847,2.604444,-2.6168017
676,3.4084456,1.526328,-2.2557108
677,3.1217983,2.257371,-2.4681563
678,3.425177,2.2039812,-1.7964433
679,2.9642105,2.772005,-2.6103997
