,0,1
288,5.2959776,-4.5387826
289,1.3630818,-7.867059
290,1.2579513,-7.972166
291,5.5018907,-4.328393
292,5.247712,-4.5971894
293,1.3031144,-7.92677
294,1.2930377,-7.937303
295,5.48391,-4.3401847
296,5.290496,-4.5418515
297,1.3128374,-7.917467
298,1.3003595,-7.9297194
299,5.4739223,-4.330155
300,5.2648735,-4.549747
301,1.2826537,-7.9503436
302,1.2153386,-8.014397
303,3.2865913,-0.4152328
304,3.3287246,1.0338597
305,7.748639,-0.263985
306,11.371224,-0.12863171
307,11.555029,-1.0666357
308,11.74496,-1.0639182
309,9.945758,-1.0456161
310,10.015719,-1.3256121
311,10.508821,-1.4103256
312,10.289145,-1.3667251
313,7.587277,0.85255533
314,7.270599,0.32429433
315,7.1250315,0.22857358
316,7.8727975,1.031621
317,7.853519,1.0244769
318,7.8650236,1.0379815
319,7.8829713,1.0262325
320,6.1194115,-1.0502744
321,3.9078104,0.50896674
322,5.78318,-3.7609563
323,7.45876,-0.8803208
324,3.895231,0.6949786
325,2.2824285,0.23886721
326,7.4637833,-1.3627274
327,6.917839,-0.28682843
328,4.7181025,-2.043752
329,15.238264,-0.24241872
330,11.9055605,-0.5651821
331,10.25561,-1.3079588
332,11.591071,-1.1297863
333,8.434525,-1.2402445
334,12.689818,-0.31599838
335,16.241116,-0.3276786
336,16.194065,-0.423832
337,15.762578,-0.8772109
338,3.6773431,0.3339659
339,3.8899326,0.52957696
340,16.188599,-0.31088963
341,6.2217083,-2.5960886
342,7.491424,-0.18716398
343,11.52289,-0.9364345
344,6.7498436,-2.0162866
345,8.7961035,-1.7356807
346,8.855075,-1.7327754
347,8.723097,-1.6891235
348,10.515242,-0.8509669
349,10.425955,-0.88285154
350,10.240875,-1.154758
351,8.670091,-1.397955
352,9.136207,-1.5906636
353,8.804981,-1.5214863
354,10.041157,-1.2628846
355,9.873484,-1.3841836
356,7.2772317,-1.7920234
357,8.178712,-1.5754904
358,6.8572426,-1.9566914
359,8.579307,-1.3662698
360,8.889384,-1.4084537
361,10.386908,-1.2180899
362,10.502541,-1.1615235
363,9.912169,-1.2448183
364,9.717496,-1.1471697
365,10.009367,-1.2493913
366,6.412457,-2.6044385
367,6.3556094,-2.6162536
368,10.433464,-0.87191665
369,10.562242,-0.8932878
370,6.35671,-2.5560536
371,6.328269,-2.6336524
372,6.313814,-2.6810718
373,6.5772295,-2.3598492
374,6.5817814,-2.1227946
375,9.35042,-1.4350814
376,5.3893633,-1.7738975
377,13.090833,-0.3891949
378,13.004227,-0.31597722
379,12.893847,-0.29920182
380,1.2025425,-8.026487
381,-1.7336888,15.297395
382,-1.6721927,15.236003
383,-1.6870306,15.25085
384,7.4002123,-1.389772
385,16.305044,-0.6759794
386,15.871579,-0.8332018
387,3.7377424,0.3889437
388,11.708083,-1.0414889
389,3.9166117,-0.14776684
390,3.9032133,-1.6351252
391,10.082615,-0.36492094
392,7.9845505,-1.3087956
393,8.194598,-0.7173724
394,7.1194663,0.04993573
395,14.922783,0.73275715
396,9.972599,-0.3038554
397,10.012446,-0.3520215
398,9.858604,-0.5849366
399,-3.2859178,-8.313543
400,-3.3285215,-8.275003
401,1.1650811,-8.063765
402,-1.7508413,15.314677
403,-1.7796245,15.343527
404,-1.6983931,15.262278
405,-1.7350647,15.298977
406,1.1926404,-8.036176
407,-1.6887062,15.252537
408,2.61145,-0.2529354
409,-1.7083516,15.272465
410,2.8281345,-0.18518296
411,2.5465338,-0.28785595
412,-1.6576856,15.221599
413,2.6305282,-0.23008466
414,-1.6860245,15.2499485
415,8.61088,-1.8577555
416,10.038257,-1.3045397
417,13.7278805,-0.49046397
418,15.017773,0.72274035
419,6.2220364,-1.9012932
420,14.998782,0.7407597
421,14.977589,0.7284951
422,10.067694,-0.39310753
423,6.085649,-1.7804241
424,6.0149736,-1.8153908
425,6.0601945,1.8788416
426,6.011275,1.9143047
427,2.5662537,0.5264032
428,6.051388,1.8859057
429,6.1075478,1.8732529
430,3.7066486,-0.5499371
431,4.6559057,2.4054155
432,12.86249,-0.31855252
433,4.439738,2.3717382
434,3.5980732,1.6745442
435,6.6599226,-2.0580812
436,12.849145,-0.29417437
437,2.5348082,-0.47158465
438,2.658426,-0.49083504
439,5.311785,-4.5193343
440,13.053824,-1.0953703
441,7.761086,-0.5988923
442,3.70916,-1.6788397
443,7.155949,-0.00035243935
444,5.1289177,-4.694565
445,15.76995,0.45627663
446,15.659246,0.47106534
447,15.4132805,0.57563704
448,15.67005,0.47934082
449,12.898417,-0.25922897
450,15.423182,0.5990619
451,15.478593,0.60415924
452,8.354744,-1.3908795
453,8.385313,-1.3943592
454,-12.89805,7.3111763
455,-12.91377,7.3268986
456,-12.934917,7.348049
457,-12.948794,7.361928
458,10.725177,-1.6116661
459,10.606085,-1.5925955
460,9.300395,-1.0710008
461,10.712772,-1.6494646
462,9.225582,-1.0744708
463,9.107109,-1.0608137
464,9.686986,-1.2546802
465,9.6203375,-1.3063846
466,9.389079,-1.406856
467,9.599217,-1.330843
468,9.294184,-1.1057554
469,10.6513405,-1.6191616
470,9.71869,-1.3441519
471,9.584215,-1.4073148
472,-12.912901,7.326027
473,-12.938683,7.351804
474,-12.9174595,7.3305893
475,-12.932375,7.345506
476,10.212025,-1.1488278
477,10.253715,-1.1150041
478,10.195252,-1.1004599
479,6.5587626,-1.885437
480,10.160737,-1.7083596
481,9.901809,-1.8472534
482,9.586472,-1.8455746
483,9.689758,-1.840769
484,10.167033,-1.747126
485,9.946753,-1.797284
486,9.6266575,-1.8523651
487,9.715319,-1.8158852
488,16.089542,0.12454762
489,8.9393635,-1.8218341
490,16.344465,-1.0594971
491,16.318794,-1.0139176
492,16.307827,-1.0360781
493,11.868152,-1.2618303
494,16.125809,0.0058924207
495,4.242106,-1.936429
496,16.071125,0.06507804
497,15.967121,0.22779064
498,4.328387,-1.986568
499,4.0461173,-1.7616408
500,15.884383,0.17964768
501,6.230198,-1.8178136
502,15.403775,-0.38902935
503,13.243028,-1.3805315
504,15.595171,-0.58701557
505,11.0364275,-1.5019698
506,2.633793,-0.68666536
507,5.919143,-1.2281679
508,15.248605,0.41199967
509,15.4161625,-0.31244496
510,5.9492006,-1.850768
511,4.9924774,-0.95600307
512,15.730595,-0.6416752
513,3.6160023,0.5904815
514,15.852805,-0.9043526
515,3.667673,-0.5422784
516,16.231382,-0.58827573
517,2.5792413,-0.5804266
518,2.5651276,-0.5942476
519,14.875615,0.3813466
520,8.355164,-1.3752512
521,12.570636,-0.38841337
522,15.256202,0.42205158
523,8.44189,-0.52267134
524,15.704904,-0.83488995
525,8.124519,-0.7976227
526,4.215814,-1.140795
527,4.4183283,-1.5499439
528,-4.075083,-7.354418
529,16.48812,-1.2760665
530,-4.0151486,-7.1223006
531,-3.5418856,-8.042973
532,11.1943245,-1.178197
533,4.92951,-0.8139111
534,3.5382028,-0.5927291
535,7.8959827,-0.8859749
536,9.762001,-1.0396531
537,-3.8815625,-7.490166
538,16.522432,-1.2580358
539,-3.4778903,-8.118842
540,-3.9421766,-7.3407655
541,16.104586,-0.8744316
542,7.099756,-0.82604903
543,3.34992,0.2870441
544,2.548463,0.18942043
545,3.4942484,0.20674597
546,9.008641,-1.8964238
547,10.953005,0.12638906
548,10.968905,0.09473499
549,7.0151625,-1.7116905
550,15.672237,-0.20842646
551,7.1674204,-0.66579694
552,15.975786,-0.8601915
553,3.2788587,0.11844551
554,3.405484,0.016558465
555,3.6646295,1.4974346
556,3.353742,-0.12615332
557,3.6475441,-0.13086021
558,2.540566,-0.57823205
559,15.498518,-0.5032655
560,4.808272,-1.7691437
561,6.9872723,-0.7515386
562,15.22641,0.10620119
563,15.440902,0.03431448
564,15.097433,0.12985937
565,13.076227,-1.265362
566,15.072121,0.33882135
567,8.067084,1.0381175
568,15.460986,-0.4235256
569,15.621421,-0.4994696
570,3.3478203,-1.2910681
571,15.4846525,-0.4612802
572,15.600565,-0.5782606
573,15.055893,0.086558074
574,14.462914,-0.41878492
575,-3.8980224,-7.4658003
576,16.497486,-1.2667762
577,-3.499305,-8.078996
578,11.009634,0.045644492
579,8.874901,-1.8394568
580,11.2269335,-0.013113416
581,10.937106,0.10335634
582,10.94812,0.13862818
583,13.236509,-1.3094076
584,15.681508,-0.7761845
585,6.7050815,-0.9973425
586,3.4934506,-1.4133561
587,11.040582,-1.5307367
588,13.181797,-1.2902495
589,13.134263,-1.3142496
590,16.042307,-0.05106276
591,6.7761984,-1.1042577
592,4.7286344,-1.9705511
593,-1.7079295,15.2717495
594,4.321713,-2.000346
595,4.2749104,-1.9491724
596,4.045822,-1.8119956
597,16.183235,-0.103065066
598,9.92713,-0.30139166
599,5.8748527,-1.8137312
600,9.918474,-0.32733664
601,5.9037023,-1.8362633
602,10.039268,-0.28251746
603,5.9003167,-1.8007139
604,16.08979,-0.74500704
605,-3.342561,-8.2599535
606,-3.297253,-8.30636
607,14.324875,-0.38244835
608,5.8713493,-1.8358338
609,14.432191,-0.3531997
610,7.8740497,-2.0053506
611,9.985887,-1.3991064
612,8.449139,-1.2397048
613,10.119832,-1.2891259
614,10.685032,-1.0709716
615,10.164093,-1.2456495
616,10.71969,-1.0226969
617,10.638058,-1.0741415
618,9.847276,-1.198336
619,8.767338,-1.2101815
620,2.9760506,-0.45638555
621,7.9727683,-1.4040135
622,7.3995914,-0.91732055
623,4.8918033,-0.59776264
624,4.8914785,-0.5300843
625,3.841359,0.31843513
626,4.62664,-0.39274907
627,7.8574424,-2.0230002
628,7.9222016,-1.9953984
629,-4.0637884,-7.227816
630,-4.0655613,-7.312068
631,-4.077559,-7.298895
632,9.050747,-1.1829028
633,8.209957,-1.2352613
634,7.5645504,-1.054197
635,-4.1041775,-7.3593946
636,-4.0456953,-7.2787175
637,8.016322,-1.3222414
638,-4.0440474,-7.270094
639,-4.079992,-7.340674
640,2.6739502,-0.22811286
641,7.5294504,-1.0244343
642,-4.009615,-7.1194935
643,5.8788943,-3.3591652
644,7.342997,-1.1170673
645,2.7805562,0.2530814
646,2.875552,0.33821863
647,10.113992,-0.79653376
648,2.7157664,0.19450587
649,7.4718027,-0.9374494
650,5.914774,-3.286893
651,4.7161207,-0.41687426
652,4.69076,-0.38960043
653,3.2667034,-0.21909225
654,8.061652,-1.3980526
655,3.2493024,-0.2551077
656,4.8325095,-0.3890843
657,4.6255875,-0.34495503
658,7.9965253,-1.4167416
659,4.6334715,-0.37117466
660,7.8280387,-1.3392433
661,4.856316,-0.36650792
662,3.2931454,-0.23411776
663,3.17725,-0.18617547
664,7.5775433,-1.3016635
665,7.8522463,-2.0290117
666,3.0525446,-0.41174653
667,2.3359034,0.037612136
668,2.6954598,-0.105227366
669,3.3351529,0.2014096
670,3.9451468,-0.11733836
671,7.8535905,-2.055991
672,2.6122072,-0.17368394
673,4.122345,-0.2252035
674,3.0441654,-0.15573558
675,3.6226501,0.22642411
676,2.5067291,-0.058741253
